Episode,Score,Steps,Epsilon,GhostsEaten
819,280,111,0.7206039944344618,0
820,80,25,0.720315752836688,0
821,60,38,0.7200276265355534,0
822,50,26,0.7197396154849393,0
823,500,205,0.7194517196387453,0
824,340,184,0.7191639389508898,0
825,100,53,0.7188762733753095,0
826,670,29,0.7185887228659593,0
827,360,183,0.718301287376813,0
828,50,16,0.7180139668618623,0
829,660,90,0.7177267612751176,1
830,310,103,0.7174396705706075,0
831,480,161,0.7171526947023793,0
832,540,229,0.7168658336244984,0
833,230,77,0.7165790872910487,0
834,900,89,0.7162924556561323,0
835,290,106,0.7160059386738699,0
836,580,181,0.7157195362984003,0
837,560,343,0.715433248483881,0
838,480,154,0.7151470751844875,0
839,160,40,0.7148610163544138,0
840,330,152,0.7145750719478721,0
841,310,90,0.7142892419190929,0
842,510,403,0.7140035262223253,0
843,580,287,0.7137179248118364,0
844,40,18,0.7134324376419117,0
845,740,226,0.713147064666855,1
846,360,197,0.7128618058409882,0
847,50,15,0.7125766611186519,0
848,130,55,0.7122916304542045,0
849,500,196,0.7120067138020229,0
850,390,156,0.7117219111165021,0
851,160,93,0.7114372223520555,0
852,300,148,0.7111526474631148,0
853,480,187,0.7108681864041296,0
854,340,125,0.710583839129568,0
855,520,228,0.7102996055939163,0
856,150,70,0.7100154857516787,0
857,540,284,0.709731479557378,0
858,880,87,0.7094475869655551,0
859,70,27,0.7091638079307689,0
860,580,237,0.7088801424075967,0
861,390,177,0.7085965903506337,0
862,310,110,0.7083131517144935,0
863,300,278,0.7080298264538077,0
864,430,106,0.7077466145232263,1
865,180,74,0.7074635158774171,0
866,70,45,0.7071805304710661,0
867,320,112,0.7068976582588777,0
868,490,239,0.7066148991955742,0
869,500,181,0.706332253235896,0
870,540,207,0.7060497203346017,0
871,320,125,0.7057673004464678,0
872,80,55,0.7054849935262892,0
873,300,282,0.7052027995288788,0
874,530,314,0.7049207184090672,0
875,200,85,0.7046387501217036,0
876,520,293,0.704356894621655,0
877,510,218,0.7040751518638063,0
878,350,165,0.7037935218030609,0
879,570,235,0.7035120043943397,0
880,360,205,0.7032305995925819,0
881,120,40,0.702949307352745,0
882,310,194,0.7026681276298039,0
883,370,157,0.702387060378752,0
884,130,42,0.7021061055546005,0
885,350,183,0.7018252631123787,0
886,490,238,0.7015445330071338,0
887,180,63,0.7012639151939309,0
888,40,10,0.7009834096278534,0
889,120,58,0.7007030162640023,0
890,90,129,0.7004227350574967,0
891,100,32,0.7001425659634738,0
892,220,115,0.6998625089370885,0
893,290,145,0.6995825639335137,0
894,550,297,0.6993027309079404,0
895,280,170,0.6990230098155772,0
896,480,182,0.698743400611651,0
897,390,192,0.6984639032514063,0
898,180,55,0.6981845176901057,0
899,540,210,0.6979052438830297,0
900,540,202,0.6976260817854765,0
901,240,124,0.6973470313527623,0
902,340,194,0.6970680925402213,0
903,130,103,0.6967892653032052,0
904,150,59,0.6965105495970839,0
905,280,117,0.6962319453772451,0
906,580,248,0.6959534525990942,0
907,320,230,0.6956750712180546,0
908,310,168,0.6953968011895674,0
909,400,229,0.6951186424690916,0
910,180,46,0.694840595012104,0
911,350,271,0.6945626587740993,0
912,280,176,0.6942848337105897,0
913,100,53,0.6940071197771055,0
914,140,76,0.6937295169291947,0
915,350,203,0.6934520251224231,0
916,440,168,0.6931746443123742,0
917,300,153,0.6928973744546493,0
918,540,230,0.6926202155048674,0
919,280,92,0.6923431674186655,0
920,110,49,0.6920662301516981,0
921,50,10,0.6917894036596375,0
922,560,257,0.6915126878981737,0
923,550,304,0.6912360828230144,0
924,160,57,0.6909595883898852,0
925,420,162,0.6906832045545294,0
926,290,151,0.6904069312727076,0
927,280,265,0.6901307685001985,0
928,350,137,0.6898547161927985,0
929,410,330,0.6895787743063214,0
930,110,37,0.6893029427965989,0
931,110,51,0.6890272216194803,0
932,280,115,0.6887516107308325,0
933,570,199,0.6884761100865402,0
934,510,228,0.6882007196425056,0
935,220,114,0.6879254393546487,0
936,270,108,0.6876502691789068,0
937,350,241,0.6873752090712353,0
938,310,204,0.6871002589876068,0
939,430,137,0.6868254188840118,0
940,310,176,0.6865506887164583,0
941,140,29,0.6862760684409718,0
942,330,111,0.6860015580135954,0
943,330,211,0.68572715739039,0
944,100,79,0.6854528665274339,0
945,280,122,0.6851786853808229,0
946,310,73,0.6849046139066707,0
947,210,232,0.6846306520611081,0
948,280,193,0.6843567998002836,0
949,300,157,0.6840830570803635,0
950,510,267,0.6838094238575314,1
951,310,128,0.6835359000879885,0
952,410,163,0.6832624857279533,0
953,490,221,0.6829891807336622,0
954,310,156,0.6827159850613688,0
955,460,120,0.6824428986673442,1
956,310,130,0.6821699215078773,0
957,330,132,0.6818970535392741,0
958,290,200,0.6816242947178585,0
959,360,100,0.6813516449999714,0
960,370,347,0.6810791043419714,0
961,320,149,0.6808066727002346,0
962,300,100,0.6805343500311546,0
963,250,116,0.6802621362911422,0
964,220,127,0.6799900314366257,0
965,300,263,0.6797180354240511,0
966,340,172,0.6794461482098815,0
967,380,192,0.6791743697505975,0
968,270,151,0.6789027000026974,0
969,320,248,0.6786311389226963,0
970,190,33,0.6783596864671273,0
971,290,104,0.6780883425925405,0
972,260,103,0.6778171072555035,0
973,920,138,0.6775459804126013,0
974,330,139,0.6772749620204362,0
975,160,48,0.6770040520356281,0
976,350,112,0.6767332504148138,0
977,130,35,0.6764625571146479,0
978,280,133,0.676191972091802,0
979,70,23,0.6759214953029653,0
980,290,205,0.6756511267048442,0
981,70,38,0.6753808662541623,0
982,480,146,0.6751107139076606,0
983,500,222,0.6748406696220977,0
984,370,129,0.6745707333542489,0
985,400,148,0.6743009050609072,0
986,230,41,0.6740311846988829,0
987,520,292,0.6737615722250033,0
988,340,82,0.6734920675961134,0
989,110,35,0.6732226707690749,0
990,550,239,0.6729533817007674,0
991,140,54,0.6726842003480871,0
992,370,338,0.6724151266679479,0
993,410,84,0.6721461606172807,0
994,960,151,0.6718773021530339,0
995,50,30,0.6716085512321727,0
996,460,147,0.6713399078116798,0
997,870,131,0.6710713718485553,0
998,550,185,0.6708029432998158,0
999,310,140,0.6705346221224959,0
1000,130,80,0.6702664082736469,0
1001,570,214,0.6699983017103375,0
1002,480,176,0.6697303023896534,0
1003,380,179,0.6694624102686976,0
1004,110,36,0.6691946253045902,0
1005,310,89,0.6689269474544683,0
1006,80,28,0.6686593766754866,0
1007,680,141,0.6683919129248164,1
1008,300,256,0.6681245561596465,0
1009,520,270,0.6678573063371827,0
1010,40,22,0.6675901634146478,0
1011,320,114,0.667323127349282,0
1012,320,146,0.6670561980983424,0
1013,190,55,0.6667893756191031,0
1014,160,166,0.6665226598688555,0
1015,530,213,0.666256050804908,0
1016,310,181,0.6659895483845861,0
1017,430,209,0.6657231525652323,0
1018,50,17,0.6654568633042063,0
1019,130,47,0.6651906805588846,0
1020,380,123,0.6649246042866611,0
1021,360,148,0.6646586344449464,0
1022,370,122,0.6643927709911684,0
1023,280,182,0.664127013882772,0
1024,230,127,0.6638613630772189,0
1025,210,104,0.663595818531988,0
1026,540,163,0.6633303802045752,0
1027,80,21,0.6630650480524934,0
1028,80,19,0.6627998220332725,0
1029,230,308,0.6625347021044592,0
1030,510,148,0.6622696882236174,0
1031,280,112,0.662004780348328,0
1032,520,146,0.6617399784361887,0
1033,330,127,0.6614752824448142,0
1034,520,222,0.6612106923318364,0
1035,190,73,0.6609462080549037,0
1036,360,201,0.6606818295716818,0
1037,330,182,0.6604175568398531,0
1038,360,159,0.6601533898171172,0
1039,60,19,0.6598893284611904,0
1040,110,34,0.6596253727298059,0
1041,560,159,0.659361522580714,0
1042,360,233,0.6590977779716818,0
1043,460,144,0.6588341388604931,0
1044,330,202,0.6585706052049489,0
1045,60,18,0.658307176962867,0
1046,250,117,0.6580438540920819,0
1047,370,253,0.657780636550445,0
1048,370,120,0.6575175242958249,0
1049,330,115,0.6572545172861066,0
1050,50,13,0.6569916154791922,0
1051,460,152,0.6567288188330005,0
1052,510,181,0.6564661273054673,0
1053,510,105,0.6562035408545451,0
1054,350,184,0.6559410594382034,0
1055,560,192,0.6556786830144281,0
1056,570,201,0.6554164115412223,0
1057,280,152,0.6551542449766059,0
1058,290,124,0.6548921832786153,0
1059,310,207,0.6546302264053039,0
1060,580,369,0.6543683743147418,0
1061,290,126,0.654106626965016,0
1062,210,105,0.65384498431423,0
1063,400,181,0.6535834463205044,0
1064,340,167,0.6533220129419762,0
1065,240,72,0.6530606841367995,0
1066,700,196,0.6527994598631448,1
1067,380,268,0.6525383400791995,0
1068,520,250,0.6522773247431679,0
1069,320,216,0.6520164138132707,0
1070,550,145,0.6517556072477454,0
1071,330,88,0.6514949050048463,0
1072,300,110,0.6512343070428444,0
1073,1060,149,0.6509738133200272,0
1074,340,141,0.6507134237946992,0
1075,360,148,0.6504531384251814,0
1076,300,98,0.6501929571698113,0
1077,960,192,0.6499328799869434,0
1078,850,86,0.6496729068349486,0
1079,510,263,0.6494130376722147,0
1080,400,111,0.6491532724571458,0
1081,210,123,0.648893611148163,0
1082,500,179,0.6486340537037038,0
1083,110,85,0.6483746000822223,0
1084,520,266,0.6481152502421894,0
1085,380,184,0.6478560041420925,0
1086,500,160,0.6475968617404357,0
1087,220,73,0.6473378229957396,0
1088,500,198,0.6470788878665413,0
1089,370,118,0.6468200563113947,0
1090,90,41,0.6465613282888701,0
1091,530,178,0.6463027037575546,0
1092,350,181,0.6460441826760516,0
1093,60,21,0.6457857650029811,0
1094,310,112,0.6455274506969799,0
1095,340,141,0.6452692397167011,0
1096,80,23,0.6450111320208145,0
1097,110,39,0.6447531275680062,0
1098,190,76,0.644495226316979,0
1099,580,305,0.6442374282264522,0
1100,920,152,0.6439797332551617,0
1101,980,189,0.6437221413618597,0
1102,60,18,0.6434646525053149,0
1103,300,188,0.6432072666443128,0
1104,340,96,0.6429499837376551,0
1105,190,194,0.64269280374416,0
1106,540,202,0.6424357266226625,0
1107,130,74,0.6421787523320134,0
1108,120,39,0.6419218808310806,0
1109,320,109,0.6416651120787482,0
1110,300,144,0.6414084460339168,0
1111,290,68,0.6411518826555033,0
1112,80,36,0.6408954219024411,0
1113,490,171,0.6406390637336802,0
1114,270,210,0.6403828081081867,0
1115,540,164,0.6401266549849435,0
1116,470,125,0.6398706043229495,0
1117,290,106,0.6396146560812204,0
1118,510,178,0.6393588102187879,0
1119,150,126,0.6391030666947004,0
1120,250,67,0.6388474254680225,0
1121,170,49,0.6385918864978354,0
1122,550,195,0.6383364497432362,0
1123,360,171,0.638081115163339,0
1124,310,214,0.6378258827172737,0
1125,120,26,0.6375707523641868,0
1126,900,124,0.6373157240632412,0
1127,350,188,0.6370607977736159,0
1128,290,126,0.6368059734545065,0
1129,500,124,0.6365512510651248,0
1130,510,267,0.6362966305646988,0
1131,520,288,0.636042111912473,0
1132,240,61,0.6357876950677079,0
1133,640,315,0.6355333799896808,1
1134,500,247,0.635279166637685,0
1135,530,170,0.63502505497103,0
1136,570,226,0.6347710449490416,0
1137,310,69,0.634517136531062,0
1138,510,171,0.6342633296764496,0
1139,180,132,0.6340096243445791,0
1140,290,123,0.6337560204948413,0
1141,50,15,0.6335025180866434,0
1142,100,53,0.6332491170794088,0
1143,550,331,0.632995817432577,0
1144,90,45,0.632742619105604,0
1145,300,82,0.6324895220579618,0
1146,380,187,0.6322365262491386,0
1147,420,237,0.631983631638639,0
1148,330,101,0.6317308381859836,0
1149,80,40,0.6314781458507093,0
1150,140,47,0.6312255545923691,0
1151,190,61,0.6309730643705321,0
1152,510,249,0.6307206751447839,0
1153,440,116,0.6304683868747261,0
1154,570,252,0.6302161995199762,0
1155,360,200,0.6299641130401682,0
1156,450,141,0.6297121273949522,0
1157,530,283,0.6294602425439942,0
1158,470,135,0.6292084584469767,0
1159,450,191,0.6289567750635979,0
1160,300,170,0.6287051923535725,0
1161,90,26,0.6284537102766311,0
1162,360,47,0.6282023287925205,0
1163,340,111,0.6279510478610035,0
1164,270,101,0.6276998674418591,0
1165,350,160,0.6274487874948824,0
1166,100,42,0.6271978079798844,0
1167,290,82,0.6269469288566926,0
1168,520,228,0.6266961500851499,0
1169,480,118,0.6264454716251159,0
1170,430,124,0.6261948934364658,0
1171,220,134,0.6259444154790913,0
1172,510,188,0.6256940377128997,0
1173,300,131,0.6254437600978145,0
1174,310,161,0.6251935825937754,0
1175,520,177,0.6249435051607379,0
1176,480,195,0.6246935277586737,0
1177,360,112,0.6244436503475702,0
1178,410,193,0.6241938728874312,0
1179,550,413,0.6239441953382763,0
1180,290,75,0.623694617660141,0
1181,520,135,0.6234451398130769,0
1182,310,179,0.6231957617571517,0
1183,530,232,0.622946483452449,0
1184,150,37,0.622697304859068,0
1185,470,227,0.6224482259371245,0
1186,170,81,0.6221992466467496,0
1187,310,81,0.6219503669480909,0
1188,190,88,0.6217015868013117,0
1189,570,219,0.6214529061665912,0
1190,80,39,0.6212043250041246,0
1191,340,77,0.620955843274123,0
1192,130,99,0.6207074609368134,0
1193,460,162,0.6204591779524387,0
1194,470,158,0.6202109942812577,0
1195,510,145,0.6199629098835452,0
1196,520,198,0.6197149247195918,0
1197,120,137,0.619467038749704,0
1198,270,119,0.6192192519342041,0
1199,100,105,0.6189715642334305,0
1200,30,13,0.6187239756077372,0
1201,440,171,0.618476486017494,0
1202,520,135,0.6182290954230871,0
1203,430,185,0.617981803784918,0
1204,460,105,0.617734611063404,0
1205,460,244,0.6174875172189787,0
1206,550,173,0.6172405222120911,0
1207,560,247,0.6169936260032063,0
1208,140,44,0.616746828552805,0
1209,560,266,0.6165001298213839,0
1210,510,149,0.6162535297694554,0
1211,650,16,0.6160070283575476,0
1212,80,27,0.6157606255462046,0
1213,1210,5,0.6155143212959862,0
1214,80,35,0.6152681155674677,0
1215,1120,187,0.6150220083212408,0
1216,490,210,0.6147759995179123,0
1217,200,150,0.6145300891181051,0
1218,510,199,0.6142842770824579,0
1219,340,225,0.614038563371625,0
1220,180,74,0.6137929479462764,0
1221,510,268,0.6135474307670978,0
1222,490,102,0.613302011794791,0
1223,610,6,0.6130566909900732,0
1224,520,135,0.6128114683136772,0
1225,480,104,0.6125663437263518,0
1226,100,54,0.6123213171888613,0
1227,540,231,0.6120763886619858,0
1228,560,184,0.611831558106521,0
1229,550,237,0.6115868254832785,0
1230,300,93,0.6113421907530852,0
1231,480,162,0.6110976538767839,0
1232,550,401,0.6108532148152332,0
1233,130,38,0.6106088735293072,0
1234,990,120,0.6103646299798955,0
1235,310,117,0.6101204841279035,0
1236,360,79,0.6098764359342524,0
1237,370,123,0.6096324853598788,0
1238,640,17,0.6093886323657348,0
1239,380,163,0.6091448769127885,0
1240,340,117,0.6089012189620234,0
1241,530,150,0.6086576584744386,0
1242,40,9,0.6084141954110489,0
1243,390,184,0.6081708297328845,0
1244,300,92,0.6079275614009914,0
1245,1120,158,0.607684390376431,0
1246,80,35,0.6074413166202804,0
1247,510,150,0.6071983400936324,0
1248,470,189,0.606955460757595,0
1249,530,216,0.606712678573292,0
1250,330,108,0.6064699935018627,0
1251,460,185,0.606227405504462,0
1252,130,83,0.6059849145422602,0
1253,60,16,0.6057425205764434,0
1254,120,22,0.6055002235682129,0
1255,540,122,0.6052580234787857,0
1256,80,39,0.6050159202693942,0
1257,310,138,0.6047739139012864,0
1258,460,136,0.604532004335726,0
1259,440,128,0.6042901915339917,0
1260,400,107,0.604048475457378,0
1261,90,44,0.6038068560671951,0
1262,550,168,0.6035653333247682,0
1263,330,182,0.6033239071914384,0
1264,340,98,0.6030825776285618,0
1265,510,217,0.6028413445975104,0
1266,550,157,0.6026002080596714,0
1267,410,178,0.6023591679764476,0
1268,370,84,0.6021182243092571,0
1269,720,59,0.6018773770195335,0
1270,340,75,0.6016366260687257,0
1271,80,72,0.6013959714182983,0
1272,440,183,0.601155413029731,0
1273,370,140,0.6009149508645191,0
1274,80,22,0.6006745848841732,0
1275,300,105,0.6004343150502196,0
1276,520,250,0.6001941413241996,0
1277,400,94,0.5999540636676699,0
1278,560,223,0.5997140820422029,0
1279,440,122,0.599474196409386,0
1280,160,46,0.5992344067308223,0
1281,380,113,0.59899471296813,0
1282,510,132,0.5987551150829428,0
1283,100,31,0.5985156130369096,0
1284,260,70,0.5982762067916948,0
1285,320,117,0.5980368963089782,0
1286,430,131,0.5977976815504545,0
1287,530,231,0.5975585624778343,0
1288,530,203,0.5973195390528432,0
1289,280,74,0.5970806112372221,0
1290,420,187,0.5968417789927273,0
1291,310,108,0.5966030422811303,0
1292,360,98,0.5963644010642178,0
1293,750,41,0.5961258553037921,0
1294,940,96,0.5958874049616707,0
1295,60,34,0.595649049999686,0
1296,500,177,0.5954107903796861,0
1297,1130,210,0.5951726260635343,0
1298,80,29,0.5949345570131089,0
1299,640,23,0.5946965831903037,0
1300,350,123,0.5944587045570277,0
1301,280,78,0.5942209210752049,0
1302,160,52,0.5939832327067748,0
1303,520,160,0.5937456394136921,0
1304,540,143,0.5935081411579266,0
1305,40,19,0.5932707379014635,0
1306,560,231,0.5930334296063029,0
1307,510,353,0.5927962162344604,0
1308,490,219,0.5925590977479667,0
1309,140,55,0.5923220741088675,0
1310,190,134,0.592085145279224,0
1311,510,221,0.5918483112211123,0
1312,500,185,0.5916115718966238,0
1313,640,9,0.5913749272678652,0
1314,40,13,0.5911383772969581,0
1315,350,154,0.5909019219460393,0
1316,410,129,0.5906655611772609,0
1317,120,31,0.59042929495279,0
1318,70,15,0.5901931232348089,0
1319,570,572,0.589957045985515,0
1320,520,144,0.5897210631671208,0
1321,110,53,0.589485174741854,0
1322,420,268,0.5892493806719573,0
1323,340,114,0.5890136809196885,0
1324,520,152,0.5887780754473206,0
1325,350,168,0.5885425642171417,0
1326,520,228,0.5883071471914548,0
1327,520,115,0.5880718243325783,0
1328,530,140,0.5878365956028453,0
1329,130,28,0.5876014609646042,0
1330,410,162,0.5873664203802184,0
1331,1080,120,0.5871314738120663,0
1332,300,185,0.5868966212225415,0
1333,580,344,0.5866618625740525,0
1334,390,180,0.5864271978290229,0
1335,160,84,0.5861926269498913,0
1336,120,43,0.5859581498991113,0
1337,500,151,0.5857237666391517,0
1338,240,107,0.5854894771324961,0
1339,330,110,0.5852552813416432,0
1340,410,114,0.5850211792291066,0
1341,530,239,0.5847871707574149,0
1342,410,122,0.584553255889112,0
1343,360,201,0.5843194345867564,0
1344,570,216,0.5840857068129217,0
1345,570,123,0.5838520725301966,0
1346,1140,102,0.5836185317011845,0
1347,80,18,0.583385084288504,0
1348,560,242,0.5831517302547886,0
1349,650,10,0.5829184695626867,0
1350,260,72,0.5826853021748616,0
1351,200,67,0.5824522280539917,0
1352,510,256,0.5822192471627701,0
1353,1070,112,0.581986359463905,0
1354,680,27,0.5817535649201194,0
1355,550,127,0.5815208634941514,0
1356,610,6,0.5812882551487538,0
1357,920,104,0.5810557398466943,0
1358,520,219,0.5808233175507557,0
1359,1050,151,0.5805909882237353,0
1360,530,177,0.5803587518284459,0
1361,350,120,0.5801266083277146,0
1362,570,254,0.5798945576843835,0
1363,490,167,0.5796625998613097,0
1364,400,127,0.5794307348213652,0
1365,150,49,0.5791989625274366,0
1366,570,182,0.5789672829424257,0
1367,690,15,0.5787356960292488,0
1368,530,158,0.5785042017508372,0
1369,280,123,0.5782728000701368,0
1370,650,9,0.5780414909501088,0
1371,490,161,0.5778102743537288,0
1372,480,134,0.5775791502439873,0
1373,270,189,0.5773481185838898,0
1374,930,175,0.5771171793364562,0
1375,330,220,0.5768863324647217,0
1376,530,199,0.5766555779317358,0
1377,330,105,0.5764249157005632,0
1378,300,100,0.576194345734283,0
1379,530,268,0.5759638679959893,0
1380,310,77,0.575733482448791,0
1381,70,30,0.5755031890558114,0
1382,130,54,0.5752729877801891,0
1383,280,209,0.5750428785850771,0
1384,350,120,0.5748128614336431,0
1385,1140,268,0.5745829362890696,0
1386,910,139,0.574353103114554,0
1387,100,20,0.5741233618733083,0
1388,560,283,0.5738937125285589,0
1389,530,196,0.5736641550435475,0
1390,170,34,0.5734346893815301,0
1391,400,148,0.5732053155057775,0
1392,90,40,0.5729760333795751,0
1393,580,328,0.5727468429662234,0
1394,130,51,0.5725177442290369,0
1395,420,143,0.5722887371313453,0
1396,100,50,0.5720598216364928,0
1397,140,54,0.5718309977078383,0
1398,530,172,0.5716022653087551,0
1399,790,69,0.5713736244026316,0
1400,140,104,0.5711450749528706,0
1401,1230,7,0.5709166169228894,0
1402,530,103,0.5706882502761202,0
1403,310,126,0.5704599749760099,0
1404,300,121,0.5702317909860195,0
1405,750,150,0.5700036982696252,1
1406,600,2,0.5697756967903174,0
1407,570,233,0.5695477865116013,0
1408,320,155,0.5693199673969968,0
1409,520,165,0.569092239410038,0
1410,380,103,0.568864602514274,0
1411,500,113,0.5686370566732682,0
1412,480,126,0.568409601850599,0
1413,260,113,0.5681822380098588,0
1414,340,139,0.5679549651146548,0
1415,320,117,0.5677277831286089,0
1416,520,216,0.5675006920153576,0
1417,610,8,0.5672736917385515,0
1418,80,16,0.5670467822618561,0
1419,110,64,0.5668199635489514,0
1420,300,113,0.5665932355635318,0
1421,890,70,0.5663665982693065,0
1422,120,33,0.5661400516299988,0
1423,900,53,0.5659135956093468,0
1424,520,232,0.5656872301711031,0
1425,280,171,0.5654609552790347,0
1426,210,69,0.5652347708969231,0
1427,130,35,0.5650086769885644,0
1428,490,109,0.564782673517769,0
1429,480,355,0.5645567604483619,0
1430,550,156,0.5643309377441825,0
1431,340,103,0.5641052053690849,0
1432,580,226,0.5638795632869373,0
1433,1090,151,0.5636540114616226,0
1434,300,115,0.563428549857038,0
1435,510,166,0.5632031784370952,0
1436,1140,218,0.5629778971657204,0
1437,110,56,0.5627527060068542,0
1438,1150,202,0.5625276049244515,0
1439,550,183,0.5623025938824818,0
1440,130,49,0.5620776728449288,0
1441,580,412,0.5618528417757909,0
1442,50,7,0.5616281006390805,0
1443,560,202,0.5614034493988249,0
1444,160,54,0.5611788880190655,0
1445,540,136,0.5609544164638579,0
1446,350,142,0.5607300346972723,0
1447,540,279,0.5605057426833935,0
1448,530,166,0.5602815403863202,0
1449,1140,149,0.5600574277701657,0
1450,550,170,0.5598334047990576,0
1451,990,205,0.559609471437138,0
1452,550,206,0.5593856276485631,0
1453,130,95,0.5591618733975038,0
1454,540,137,0.5589382086481448,0
1455,300,127,0.5587146333646855,0
1456,310,147,0.5584911475113397,0
1457,1060,76,0.5582677510523352,0
1458,540,193,0.5580444439519142,0
1459,510,167,0.5578212261743335,0
1460,500,68,0.5575980976838638,1
1461,480,182,0.5573750584447903,0
1462,880,37,0.5571521084214124,1
1463,1050,103,0.5569292475780439,0
1464,360,267,0.5567064758790127,0
1465,510,367,0.556483793288661,0
1466,520,248,0.5562611997713456,0
1467,470,130,0.5560386952914371,0
1468,290,145,0.5558162798133206,0
1469,380,80,0.5555939533013953,0
1470,340,131,0.5553717157200747,0
1471,300,107,0.5551495670337867,0
1472,560,132,0.5549275072069733,0
1473,540,314,0.5547055362040905,0
1474,910,88,0.5544836539896089,0
1475,70,19,0.5542618605280131,0
1476,860,82,0.554040155783802,0
1477,40,8,0.5538185397214884,0
1478,1690,167,0.5535970123055999,0
1479,1170,112,0.5533755735006777,0
1480,870,57,0.5531542232712774,0
1481,480,248,0.5529329615819689,0
1482,280,120,0.5527117883973361,0
1483,340,184,0.5524907036819773,0
1484,510,191,0.5522697074005045,0
1485,510,207,0.5520487995175444,0
1486,140,61,0.5518279799977374,0
1487,1110,112,0.5516072488057383,0
1488,530,245,0.551386605906216,0
1489,540,167,0.5511660512638535,0
1490,530,216,0.550945584843348,0
1491,320,103,0.5507252066094107,0
1492,20,7,0.5505049165267669,0
1493,510,131,0.5502847145601563,0
1494,100,62,0.5500646006743323,0
1495,530,230,0.5498445748340626,0
1496,850,103,0.549624637004129,0
1497,370,102,0.5494047871493274,0
1498,390,128,0.5491850252344677,0
1499,540,215,0.5489653512243738,0
1500,300,233,0.5487457650838841,0
1501,510,175,0.5485262667778505,0
1502,740,195,0.5483068562711394,1
1503,140,132,0.5480875335286309,0
1504,60,12,0.5478682985152195,0
1505,1170,384,0.5476491511958134,0
1506,460,87,0.5474300915353351,0
1507,500,127,0.5472111194987209,0
1508,90,26,0.5469922350509214,0
1509,540,249,0.546773438156901,0
1510,860,88,0.5465547287816384,0
1511,550,252,0.5463361068901257,0
1512,460,194,0.5461175724473697,0
1513,530,194,0.5458991254183908,0
1514,340,77,0.5456807657682234,0
1515,620,7,0.5454624934619162,0
1516,860,139,0.5452443084645314,0
1517,540,243,0.5450262107411457,0
1518,730,32,0.5448082002568492,0
1519,560,165,0.5445902769767464,0
1520,580,242,0.5443724408659558,0
1521,290,137,0.5441546918896094,0
1522,300,206,0.5439370300128535,0
1523,280,170,0.5437194552008484,0
1524,430,165,0.5435019674187681,0
1525,880,119,0.5432845666318006,0
1526,60,42,0.5430672528051479,0
1527,540,94,0.5428500259040259,0
1528,540,138,0.5426328858936643,0
1529,500,120,0.5424158327393068,0
1530,120,80,0.5421988664062112,0
1531,310,134,0.5419819868596487,0
1532,220,59,0.5417651940649049,0
1533,330,87,0.541548487987279,0
1534,1030,116,0.541331868592084,0
1535,130,28,0.5411153358446472,0
1536,520,165,0.5408988897103094,0
1537,350,168,0.5406825301544254,0
1538,80,25,0.5404662571423636,0
1539,330,155,0.5402500706395067,0
1540,650,18,0.5400339706112509,0
1541,300,185,0.5398179570230064,0
1542,350,91,0.5396020298401972,0
1543,790,74,0.5393861890282612,0
1544,530,175,0.5391704345526499,0
1545,1520,131,0.5389547663788289,0
1546,540,136,0.5387391844722774,0
1547,1460,49,0.5385236887984886,0
1548,910,87,0.5383082793229692,0
1549,520,219,0.5380929560112401,0
1550,280,146,0.5378777188288356,0
1551,560,262,0.537662567741304,0
1552,890,67,0.5374475027142076,0
1553,880,127,0.5372325237131219,0
1554,900,79,0.5370176307036367,0
1555,340,111,0.5368028236513553,0
1556,980,207,0.5365881025218948,0
1557,110,36,0.5363734672808861,0
1558,740,236,0.5361589178939737,1
1559,370,130,0.5359444543268161,0
1560,370,85,0.5357300765450854,0
1561,420,140,0.5355157845144675,0
1562,510,114,0.5353015782006617,0
1563,630,5,0.5350874575693815,0
1564,160,94,0.5348734225863537,0
1565,1280,45,0.5346594732173192,0
1566,60,24,0.5344456094280323,0
1567,890,143,0.5342318311842611,0
1568,490,122,0.5340181384517874,0
1569,310,157,0.5338045311964067,0
1570,520,128,0.5335910093839281,0
1571,520,262,0.5333775729801745,0
1572,680,15,0.5331642219509825,0
1573,620,6,0.5329509562622021,0
1574,570,236,0.5327377758796973,0
1575,470,188,0.5325246807693454,0
1576,720,32,0.5323116708970377,0
1577,540,231,0.5320987462286789,0
1578,530,255,0.5318859067301874,0
1579,450,104,0.5316731523674953,0
1580,410,116,0.5314604831065484,0
1581,600,1,0.5312478989133058,0
1582,400,89,0.5310353997537405,0
1583,560,215,0.530822985593839,0
1584,580,273,0.5306106563996015,0
1585,340,124,0.5303984121370416,0
1586,500,135,0.5301862527721869,0
1587,350,116,0.5299741782710781,0
1588,1140,93,0.5297621885997696,0
1589,390,115,0.5295502837243298,0
1590,820,57,0.52933846361084,0
1591,610,6,0.5291267282253957,0
1592,300,220,0.5289150775341056,0
1593,570,281,0.528703511503092,0
1594,560,126,0.5284920300984908,0
1595,1130,127,0.5282806332864514,0
1596,530,159,0.5280693210331368,0
1597,490,386,0.5278580933047236,0
1598,1130,207,0.5276469500674017,0
1599,560,280,0.5274358912873748,0
1600,890,69,0.5272249169308598,0
1601,360,136,0.5270140269640875,0
1602,1140,156,0.5268032213533019,0
1603,110,46,0.5265925000647607,0
1604,780,43,0.5263818630647348,0
1605,500,141,0.5261713103195089,0
1606,550,179,0.5259608417953812,0
1607,500,212,0.525750457458663,0
