Episode,Score,Steps,Epsilon,GhostsEaten
1608,480,170,0.5255401572756796,0
1609,1130,133,0.5253299412127693,0
1610,750,20,0.5251198092362842,0
1611,350,217,0.5249097613125897,0
1612,380,97,0.5246997974080647,0
1613,70,16,0.5244899174891016,0
1614,320,213,0.5242801215221059,0
1615,150,110,0.524070409473497,0
1616,280,92,0.5238607813097077,0
1617,550,339,0.5236512369971839,0
1618,470,112,0.523441776502385,0
1619,1140,169,0.523232399791784,0
1620,190,52,0.5230231068318674,0
1621,470,66,0.5228138975891347,1
1622,1080,207,0.522604772030099,0
1623,300,271,0.522395730121287,0
1624,420,80,0.5221867718292386,1
1625,330,83,0.5219778971205069,0
1626,830,6,0.5217691059616587,1
1627,570,379,0.521560398319274,0
1628,490,111,0.5213517741599464,0
1629,560,175,0.5211432334502825,0
1630,540,166,0.5209347761569024,0
1631,1540,119,0.5207264022464397,0
1632,480,138,0.5205181116855412,0
1633,1070,132,0.520309904440867,0
1634,520,199,0.5201017804790907,0
1635,200,61,0.5198937397668991,0
1636,910,120,0.5196857822709924,0
1637,510,118,0.519477907958084,0
1638,40,7,0.5192701167949008,0
1639,290,136,0.5190624087481828,0
1640,510,123,0.5188547837846835,0
1641,560,254,0.5186472418711697,0
1642,330,94,0.5184397829744213,0
1643,690,35,0.5182324070612315,0
1644,30,12,0.518025114098407,0
1645,930,93,0.5178179040527676,0
1646,580,252,0.5176107768911465,0
1647,850,184,0.5174037325803901,0
1648,560,379,0.517196771087358,0
1649,1170,265,0.516989892378923,0
1650,430,262,0.5167830964219715,0
1651,310,247,0.5165763831834027,0
1652,1170,265,0.5163697526301294,0
1653,520,162,0.5161632047290774,0
1654,400,172,0.5159567394471858,0
1655,580,185,0.5157503567514069,0
1656,560,120,0.5155440566087064,0
1657,370,166,0.5153378389860629,0
1658,650,23,0.5151317038504685,0
1659,310,197,0.5149256511689283,0
1660,370,108,0.5147196809084608,0
1661,150,87,0.5145137930360975,0
1662,290,162,0.5143079875188831,0
1663,320,123,0.5141022643238755,0
1664,1550,169,0.513896623418146,0
1665,430,144,0.5136910647687788,0
1666,520,395,0.5134855883428713,0
1667,540,146,0.5132801941075341,0
1668,330,297,0.5130748820298912,0
1669,480,127,0.5128696520770792,0
1670,540,253,0.5126645042162484,0
1671,670,18,0.512459438414562,0
1672,450,147,0.5122544546391962,0
1673,370,95,0.5120495528573406,0
1674,130,22,0.5118447330361976,0
1675,70,21,0.5116399951429832,0
1676,290,270,0.511435339144926,0
1677,510,250,0.511230765009268,0
1678,300,233,0.5110262727032643,0
1679,360,184,0.510821862194183,0
1680,320,186,0.5106175334493054,0
1681,520,221,0.5104132864359257,0
1682,270,152,0.5102091211213513,0
1683,1050,101,0.5100050374729028,0
1684,890,208,0.5098010354579137,0
1685,480,219,0.5095971150437305,0
1686,350,81,0.509393276197713,0
1687,840,15,0.509189518887234,1
1688,330,81,0.5089858430796791,0
1689,670,16,0.5087822487424473,0
1690,540,161,0.5085787358429503,0
1691,410,83,0.5083753043486132,0
1692,360,68,0.5081719542268738,0
1693,580,259,0.507968685445183,0
1694,370,209,0.507765497971005,0
1695,330,77,0.5075623917718166,0
1696,690,25,0.507359366815108,0
1697,540,128,0.5071564230683819,0
1698,370,188,0.5069535604991546,0
1699,350,203,0.506750779074955,0
1700,290,472,0.5065480787633251,0
1701,300,194,0.5063454595318198,0
1702,760,261,0.5061429213480071,1
1703,480,303,0.5059404641794679,0
1704,660,16,0.5057380879937962,0
1705,490,136,0.5055357927585986,0
1706,1240,85,0.5053335784414952,1
1707,970,137,0.5051314450101186,0
1708,510,176,0.5049293924321147,0
1709,640,9,0.5047274206751419,0
1710,370,122,0.5045255297068718,0
1711,540,203,0.5043237194949891,0
1712,1100,129,0.5041219900071912,1
1713,700,103,0.5039203412111883,1
1714,1370,142,0.5037187730747039,1
1715,300,134,0.503517285565474,0
1716,520,173,0.5033158786512478,0
1717,710,23,0.5031145522997873,0
1718,580,254,0.5029133064788675,0
1719,500,126,0.5027121411562759,0
1720,330,175,0.5025110562998134,0
1721,350,172,0.5023100518772935,0
1722,320,131,0.5021091278565426,0
1723,140,29,0.5019082842054,0
1724,240,71,0.5017075208917179,0
1725,460,166,0.5015068378833613,0
1726,420,232,0.5013062351482079,0
1727,300,145,0.5011057126541487,0
1728,410,259,0.500905270369087,0
1729,540,158,0.5007049082609394,0
1730,530,209,0.500504626297635,0
1731,580,370,0.500304424447116,0
1732,370,159,0.5001043026773372,0
1733,420,147,0.4999042609562663,0
1734,570,277,0.4997042992518838,0
1735,560,198,0.49950441753218305,0
1736,750,46,0.4993046157651702,0
1737,490,138,0.49910489391886415,0
1738,340,140,0.49890525196129665,0
1739,490,199,0.49870568986051217,0
1740,500,239,0.498506207584568,0
1741,570,284,0.4983068051015342,0
1742,300,92,0.4981074823794936,0
1743,740,144,0.49790823938654183,1
1744,290,189,0.49770907609078724,0
1745,550,340,0.49750999246035094,0
1746,1510,223,0.4973109884633668,0
1747,210,155,0.4971120640679815,0
1748,270,145,0.4969132192423543,0
1749,580,239,0.4967144539546574,0
1750,540,480,0.4965157681730756,0
1751,860,68,0.4963171618658064,0
1752,130,42,0.49611863500106007,0
1753,580,301,0.4959201875470597,0
1754,1130,74,0.49572181947204086,1
1755,100,129,0.49552353074425204,0
1756,580,424,0.49532532133195434,0
1757,690,67,0.4951271912034216,0
1758,310,141,0.49492914032694024,0
1759,540,157,0.49473116867080946,0
1760,480,124,0.49453327620334114,1
1761,170,69,0.49433546289285984,0
1762,520,183,0.49413772870770273,0
1763,580,197,0.49394007361621967,0
1764,560,120,0.4937424975867732,0
1765,830,132,0.4935450005877385,0
1766,290,263,0.4933475825875034,0
1767,70,19,0.4931502435544684,0
1768,460,220,0.49295298345704663,0
1769,540,173,0.49275580226366383,0
1770,900,39,0.4925586999427584,1
1771,540,186,0.49236167646278134,0
1772,310,233,0.4921647317921963,0
1773,510,181,0.49196786589947944,0
1774,730,219,0.49177107875311965,1
1775,440,111,0.49157437032161844,0
1776,540,168,0.4913777405734898,0
1777,1060,144,0.49118118947726047,1
1778,880,158,0.49098471700146956,0
1779,280,112,0.490788323114669,0
1780,390,136,0.49059200778542317,0
1781,40,16,0.490395770982309,0
1782,1080,163,0.4901996126739161,0
1783,550,133,0.49000353282884657,0
1784,550,201,0.48980753141571504,0
1785,440,173,0.48961160840314877,0
1786,280,248,0.4894157637597875,0
1787,540,206,0.48921999745428363,0
1788,540,222,0.48902430945530195,0
1789,880,108,0.4888286997315199,0
1790,380,94,0.4886331682516273,0
1791,1260,28,0.48843771498432664,0
1792,940,53,0.48824233989833293,0
1793,710,19,0.4880470429623736,0
1794,480,148,0.4878518241451887,0
1795,120,99,0.48765668341553065,0
1796,1460,97,0.4874616207421645,0
1797,140,46,0.4872666360938676,0
1798,310,140,0.4870717294394301,0
1799,730,157,0.4868769007476544,1
1800,570,114,0.4866821499873553,0
1801,860,109,0.4864874771273604,0
1802,510,164,0.48629288213650945,0
1803,560,141,0.4860983649836549,0
1804,370,149,0.48590392563766144,0
1805,620,3,0.4857095640674064,0
1806,320,96,0.4855152802417795,0
1807,90,41,0.4853210741296828,0
1808,550,239,0.48512694570003095,0
1809,520,142,0.48493289492175096,0
1810,490,190,0.4847389217637823,0
1811,430,144,0.48454502619507683,0
1812,540,314,0.4843512081845988,0
1813,370,140,0.484157467701325,0
1814,470,333,0.4839638047142445,0
1815,1080,112,0.4837702191923588,0
1816,560,256,0.48357671110468187,0
1817,360,230,0.48338328042024004,0
1818,370,306,0.48318992710807196,0
1819,310,185,0.4829966511372287,0
1820,520,192,0.48280345247677386,0
1821,530,288,0.48261033109578316,0
1822,570,344,0.48241728696334485,0
1823,580,190,0.48222432004855953,0
1824,560,269,0.48203143032054013,0
1825,1120,139,0.4818386177484119,0
1826,330,152,0.48164588230131256,0
1827,380,124,0.4814532239483921,0
1828,1210,5,0.48126064265881274,0
1829,2480,150,0.4810681384017492,1
1830,540,179,0.48087571114638855,0
1831,350,138,0.48068336086193003,0
1832,900,67,0.4804910875175853,0
1833,570,157,0.4802988910825783,0
1834,540,146,0.4801067715261453,0
1835,1110,111,0.47991472881753483,0
1836,1120,92,0.47972276292600785,0
1837,580,78,0.4795308738208375,1
1838,550,164,0.47933906147130917,0
1839,560,227,0.47914732584672065,0
1840,310,117,0.478955666916382,0
1841,540,162,0.47876408464961545,0
1842,320,176,0.4785725790157556,0
1843,570,193,0.4783811499841493,0
1844,870,92,0.4781897975241557,0
1845,340,112,0.47799852160514605,0
1846,560,152,0.477807322196504,0
1847,300,101,0.47761619926762544,0
1848,380,322,0.4774251527879184,0
1849,580,193,0.4772341827268033,0
1850,380,144,0.47704328905371257,0
1851,540,370,0.4768524717380911,0
1852,1550,51,0.4766617307493959,0
1853,540,238,0.47647106605709616,0
1854,320,103,0.4762804776306733,0
1855,420,85,0.47608996543962107,0
1856,1020,122,0.4758995294534452,0
1857,540,165,0.4757091696416639,0
1858,910,106,0.4755188859738072,0
1859,540,193,0.4753286784194177,0
1860,540,185,0.47513854694804997,0
1861,310,93,0.47494849152927077,0
1862,740,243,0.47475851213265907,1
1863,300,98,0.47456860872780604,0
1864,540,246,0.47437878128431493,0
1865,250,74,0.4741890297718012,0
1866,350,81,0.4739993541598925,0
1867,520,193,0.4738097544182286,0
1868,540,123,0.4736202305164613,0
1869,520,281,0.47343078242425474,0
1870,570,411,0.47324141011128507,0
1871,420,124,0.4730521135472406,0
1872,550,225,0.4728628927018217,0
1873,450,161,0.472673747544741,0
1874,440,110,0.47248467804572314,0
1875,560,210,0.47229568417450485,0
1876,700,114,0.47210676590083506,1
1877,480,153,0.47191792319447473,0
1878,820,6,0.47172915602519694,1
1879,390,356,0.4715404643627869,0
1880,560,235,0.4713518481770418,0
1881,310,106,0.471163307437771,0
1882,520,132,0.47097484211479596,0
1883,510,143,0.47078645217795007,0
1884,310,259,0.4705981375970789,0
1885,450,100,0.4704098983420401,0
1886,360,127,0.4702217343827033,0
1887,520,208,0.47003364568895023,0
1888,550,279,0.46984563223067466,0
1889,380,105,0.4696576939777824,0
1890,540,227,0.4694698309001913,0
1891,470,154,0.4692820429678312,0
1892,1130,127,0.4690943301506441,0
1893,470,154,0.46890669241858385,0
1894,520,305,0.46871912974161645,0
1895,370,119,0.4685316420897198,0
1896,510,189,0.46834422943288395,0
1897,350,118,0.4681568917411108,0
1898,530,251,0.46796962898441435,0
1899,1320,131,0.46778244113282064,1
1900,500,250,0.4675953281563675,0
1901,510,286,0.467408290025105,0
1902,720,240,0.46722132670909494,1
1903,330,105,0.46703443817841134,0
1904,540,199,0.46684762440314,0
1905,180,169,0.46666088535337874,0
1906,320,96,0.4664742209992374,0
1907,280,90,0.4662876313108377,0
1908,300,91,0.4661011162583134,0
1909,290,152,0.4659146758118101,0
1910,1100,101,0.4657283099414854,0
1911,740,137,0.4655420186175088,1
1912,470,113,0.46535580181006186,0
1913,300,256,0.46516965948933786,0
1914,290,170,0.46498359162554215,0
1915,970,128,0.46479759818889194,0
1916,380,138,0.4646116791496164,0
1917,570,358,0.46442583447795655,0
1918,340,117,0.4642400641441654,0
1919,1230,180,0.46405436811850775,1
1920,320,102,0.46386874637126035,0
1921,1270,229,0.46368319887271187,1
1922,140,46,0.4634977255931628,0
1923,640,10,0.4633123265029256,0
1924,170,71,0.46312700157232445,0
1925,510,179,0.4629417507716955,0
1926,720,26,0.4627565740713869,0
1927,540,269,0.46257147144175836,0
1928,100,28,0.4623864428531817,0
1929,840,7,0.46220148827604046,1
1930,80,36,0.46201660768073005,0
1931,560,169,0.4618318010376578,0
1932,340,162,0.4616470683172428,0
1933,10,6,0.4614624094899159,0
1934,1030,169,0.46127782452612,0
1935,340,153,0.46109331339630955,0
1936,360,175,0.46090887607095105,0
1937,1280,32,0.4607245125205227,0
1938,870,138,0.46054022271551454,0
1939,290,106,0.46035600662642834,0
1940,340,101,0.46017186422377776,0
1941,380,350,0.45998779547808827,0
1942,410,181,0.45980380035989704,0
1943,360,212,0.4596198788397531,0
1944,290,191,0.4594360308882172,0
1945,580,206,0.45925225647586193,0
1946,580,213,0.4590685555732716,0
1947,1080,111,0.4588849281510423,0
1948,270,235,0.4587013741797819,0
1949,550,154,0.45851789363011003,0
1950,520,149,0.458334486472658,0
1951,1280,98,0.45815115267806894,1
1952,880,86,0.45796789221699774,0
1953,480,141,0.457784705060111,0
1954,1140,190,0.45760159117808696,0
1955,400,119,0.45741855054161573,0
1956,1460,79,0.4572355831213991,0
1957,550,206,0.4570526888881506,0
1958,360,174,0.45686986781259536,0
1959,1750,130,0.45668711986547034,0
1960,370,221,0.4565044450175242,0
1961,280,232,0.4563218432395172,0
1962,600,1,0.4561393145022214,0
1963,40,12,0.4559568587764205,0
1964,330,140,0.45577447603290994,0
1965,320,159,0.45559216624249677,0
1966,560,296,0.4554099293759998,0
1967,360,129,0.4552277654042494,0
1968,130,46,0.45504567429808773,0
1969,360,264,0.45486365602836853,0
1970,520,218,0.4546817105659572,0
1971,340,113,0.4544998378817308,0
1972,310,163,0.45431803794657816,0
1973,560,221,0.45413631073139954,0
1974,860,47,0.453954656207107,0
1975,400,103,0.45377307434462416,0
1976,530,177,0.45359156511488635,0
1977,540,210,0.45341012848884044,0
1978,420,160,0.4532287644374449,0
1979,580,209,0.45304747293166997,0
1980,1090,170,0.4528662539424973,0
1981,510,151,0.45268510744092033,0
1982,580,289,0.452504033397944,0
1983,1100,92,0.45232303178458483,0
1984,1110,253,0.45214210257187104,0
1985,730,239,0.4519612457308423,1
1986,540,170,0.45178046123254995,0
1987,290,413,0.45159974904805694,0
1988,560,157,0.45141910914843775,0
1989,510,220,0.4512385415047784,0
1990,320,122,0.4510580460881765,0
1991,480,133,0.45087762286974126,0
1992,530,194,0.4506972718205934,0
1993,550,281,0.45051699291186514,0
1994,560,429,0.4503367861147004,0
1995,340,77,0.45015665140025457,0
1996,540,111,0.4499765887396945,0
1997,350,141,0.44979659810419864,0
1998,370,450,0.449616679464957,0
1999,620,7,0.44943683279317104,0
2000,1140,191,0.4492570580600538,0
2001,1540,111,0.4490773552368298,0
2002,360,152,0.44889772429473507,0
2003,320,289,0.44871816520501717,0
2004,570,209,0.4485386779389352,0
2005,870,51,0.44835926246775964,0
2006,550,170,0.4481799187627726,0
2007,500,181,0.44800064679526747,0
2008,500,212,0.4478214465365494,0
2009,480,212,0.4476423179579348,0
2010,290,233,0.4474632610307516,0
2011,540,163,0.44728427572633933,0
2012,1050,146,0.44710536201604884,0
2013,1700,156,0.44692651987124243,0
2014,880,30,0.44674774926329397,1
2015,530,208,0.44656905016358867,0
2016,900,131,0.44639042254352324,0
2017,380,125,0.44621186637450583,0
2018,520,159,0.446033381627956,0
2019,1120,133,0.44585496827530485,0
2020,550,146,0.44567662628799476,0
2021,510,233,0.4454983556374796,0
2022,90,19,0.4453201562952246,0
2023,260,96,0.44514202823270654,0
2024,1470,93,0.4449639714214135,0
2025,540,140,0.44478598583284495,0
2026,540,159,0.44460807143851183,0
2027,1170,251,0.44443022820993644,0
2028,940,154,0.4442524561186525,0
2029,340,79,0.44407475513620503,0
2030,1170,265,0.4438971252341506,0
2031,540,169,0.44371956638405696,0
2032,50,26,0.4435420785575034,0
2033,400,93,0.4433646617260804,0
2034,410,242,0.44318731586139,0
2035,380,169,0.4430100409350454,0
2036,510,151,0.4428328369186714,0
2037,300,92,0.44265570378390395,0
2038,330,346,0.4424786415023904,0
2039,660,135,0.4423016500457895,1
2040,340,304,0.4421247293857712,0
2041,470,221,0.44194787949401687,0
2042,570,194,0.4417711003422193,0
2043,490,153,0.44159439190208244,0
2044,630,9,0.44141775414532164,0
2045,350,394,0.44124118704366355,0
2046,370,267,0.4410646905688461,0
2047,490,192,0.4408882646926186,0
2048,320,193,0.4407119093867416,0
2049,510,145,0.4405356246229869,0
2050,1120,88,0.44035941037313775,0
2051,580,167,0.4401832666089885,0
2052,510,247,0.4400071933023449,0
2053,90,55,0.439831190425024,0
2054,120,75,0.439655257948854,0
2055,100,48,0.43947939584567447,0
2056,300,104,0.4393036040873362,0
2057,160,36,0.4391278826457013,0
2058,570,293,0.438952231492643,0
2059,320,107,0.43877665060004595,0
2060,970,93,0.43860113993980593,0
2061,290,156,0.43842569948383003,0
2062,530,180,0.4382503292040365,0
2063,700,19,0.4380750290723549,0
2064,1120,180,0.43789979906072596,0
2065,970,123,0.4377246391411017,0
2066,870,21,0.4375495492854453,1
2067,1090,203,0.43737452946573113,0
2068,280,365,0.43719957965394485,0
2069,340,92,0.4370246998220833,0
2070,1080,193,0.4368498899421545,0
2071,970,98,0.4366751499861777,0
2072,330,90,0.43650047992618324,0
2073,340,165,0.4363258797342128,0
2074,980,77,0.4361513493823191,0
2075,1120,181,0.4359768888425662,0
2076,1210,6,0.4358024980870292,0
2077,370,226,0.4356281770877944,0
2078,1230,28,0.4354539258169593,0
2079,370,261,0.4352797442466325,0
2080,1390,1,0.4351056323489339,1
2081,450,106,0.43493159009599436,0
2082,560,246,0.434757617459956,0
2083,860,99,0.43458371441297206,0
2084,780,113,0.4344098809272069,1
2085,310,111,0.43423611697483605,0
2086,320,164,0.4340624225280461,0
2087,450,123,0.4338887975590349,0
2088,300,145,0.43371524204001133,0
2089,1110,100,0.43354175594319533,0
2090,320,147,0.4333683392408181,0
2091,580,179,0.4331949919051218,0
2092,1570,116,0.43302171390835975,0
2093,520,220,0.43284850522279644,0
2094,540,157,0.43267536582070737,0
2095,520,162,0.4325022956743791,0
2096,520,291,0.4323292947561094,0
2097,1090,272,0.4321563630382069,0
2098,1170,342,0.43198350049299167,0
2099,1130,308,0.4318107070927945,0
2100,520,203,0.4316379828099574,0
2101,460,162,0.4314653276168334,0
2102,300,141,0.4312927414857867,0
2103,530,165,0.43112022438919245,0
2104,340,137,0.4309477762994368,0
2105,1150,152,0.43077539718891705,0
2106,650,17,0.4306030870300415,0
2107,1170,229,0.4304308457952295,0
2108,390,84,0.43025867345691143,0
2109,520,142,0.4300865699875287,0
2110,580,123,0.4299145353595337,0
2111,580,295,0.4297425695453899,0
2112,320,241,0.4295706725175718,0
2113,370,206,0.4293988442485648,0
2114,310,119,0.42922708471086535,0
2115,490,226,0.429055393876981,0
2116,1370,316,0.4288837717194302,1
2117,120,87,0.42871221821074246,0
2118,40,20,0.42854073332345816,0
2119,360,121,0.4283693170301288,0
2120,540,97,0.42819796930331677,0
2121,400,297,0.42802669011559547,0
2122,320,162,0.42785547943954927,0
2123,310,63,0.4276843372477735,0
2124,310,152,0.4275132635128744,0
2125,330,137,0.42734225820746924,0
2126,350,124,0.4271713213041863,0
2127,310,328,0.4270004527756646,0
2128,610,4,0.42682965259455435,0
2129,560,231,0.4266589207335166,0
2130,560,124,0.4264882571652232,0
2131,470,126,0.42631766186235714,0
2132,520,105,0.42614713479761224,0
2133,700,32,0.4259766759436932,0
2134,920,79,0.42580628527331577,0
2135,510,178,0.42563596275920645,0
2136,310,169,0.4254657083741028,0
2137,910,231,0.42529552209075316,0
2138,330,91,0.4251254038819169,0
2139,670,10,0.42495535372036414,0
2140,210,136,0.424785371578876,0
2141,280,289,0.4246154574302445,0
2142,290,267,0.4244456112472724,0
2143,540,229,0.42427583300277355,0
2144,650,10,0.4241061226695725,0
2145,570,215,0.4239364802205047,0
2146,480,328,0.4237669056284165,0
2147,1090,74,0.42359739886616515,0
2148,1170,289,0.4234279599066187,0
2149,320,556,0.42325858872265604,0
2150,340,263,0.423089285287167,0
2151,290,244,0.4229200495730521,0
2152,870,219,0.42275088155322293,0
2153,510,303,0.4225817812006017,0
2154,800,1,0.4224127484881215,1
2155,910,84,0.42224378338872626,0
2156,960,113,0.4220748858753708,0
2157,210,71,0.42190605592102065,0
2158,930,127,0.42173729349865224,0
2159,1110,100,0.4215685985812528,0
2160,1070,124,0.4213999711418203,0
2161,550,317,0.4212314111533636,0
2162,560,110,0.42106291858890227,0
2163,430,129,0.42089449342146673,0
2164,880,49,0.42072613562409816,0
2165,350,96,0.42055784516984857,0
2166,520,281,0.42038962203178065,0
2167,330,133,0.42022146618296796,0
2168,540,212,0.4200533775964948,0
2169,270,113,0.4198853562454562,0
2170,270,67,0.41971740210295805,0
2171,360,240,0.41954951514211686,0
2172,550,187,0.41938169533606,0
2173,510,213,0.4192139426579256,0
2174,1120,108,0.41904625708086246,0
2175,580,223,0.41887863857803015,0
2176,530,248,0.41871108712259897,0
2177,510,151,0.4185436026877499,0
2178,460,166,0.41837618524667486,0
2179,1010,111,0.4182088347725762,0
2180,230,69,0.4180415512386672,0
2181,230,96,0.41787433461817175,0
2182,480,144,0.4177071848843245,0
2183,540,151,0.4175401020103708,0
2184,910,79,0.4173730859695666,0
2185,530,188,0.4172061367351788,0
2186,390,172,0.4170392542804848,0
2187,950,82,0.4168724385787726,0
2188,510,311,0.4167056896033411,0
2189,1760,154,0.41653900732749977,0
2190,540,164,0.4163723917245688,0
2191,560,282,0.416205842767879,0
2192,530,241,0.41603936043077183,0
2193,550,222,0.4158729446865995,0
2194,1230,10,0.4157065955087249,0
2195,530,252,0.41554031287052146,0
2196,1060,163,0.4153740967453733,0
2197,570,205,0.41520794710667513,0
2198,340,93,0.4150418639278325,0
2199,70,51,0.4148758471822614,0
2200,690,60,0.4147098968433885,0
2201,530,130,0.41454401288465115,0
2202,510,133,0.4143781952794973,0
2203,340,182,0.4142124440013855,0
2204,350,164,0.41404675902378496,0
2205,1030,113,0.4138811403201755,0
2206,160,82,0.41371558786404744,0
2207,1280,144,0.4135501016289018,1
2208,510,334,0.41338468158825026,0
2209,430,140,0.413219327715615,0
2210,360,142,0.4130540399845288,0
2211,80,16,0.41288881836853497,0
2212,330,200,0.41272366284118756,0
2213,540,168,0.4125585733760511,0
2214,490,202,0.41239354994670074,0
2215,540,147,0.41222859252672206,0
2216,290,179,0.4120637010897114,0
2217,520,225,0.4118988756092755,0
2218,1170,173,0.4117341160590318,0
2219,1000,73,0.41156942241260824,0
2220,550,279,0.4114047946436432,0
2221,320,135,0.41124023272578575,0
2222,1200,4,0.4110757366326955,0
2223,1110,155,0.4109113063380424,1
2224,300,178,0.4107469418155072,0
2225,320,154,0.410582643038781,0
2226,500,44,0.41041840998156554,1
2227,540,149,0.41025424261757293,0
2228,1130,176,0.4100901409205259,0
2229,380,222,0.40992610486415776,0
2230,520,238,0.4097621344222121,0
2231,70,20,0.4095982295684432,0
2232,1160,136,0.4094343902766159,0
2233,1100,237,0.4092706165205052,0
2234,950,41,0.40910690827389706,0
2235,530,218,0.4089432655105875,0
2236,140,30,0.4087796882043833,0
2237,500,108,0.4086161763291016,0
2238,470,188,0.40845272985856995,0
2239,1140,162,0.40828934876662654,0
2240,360,97,0.4081260330271199,0
2241,610,3,0.4079627826139091,0
2242,960,127,0.4077995975008636,0
2243,890,170,0.4076364776618633,0
2244,410,184,0.40747342307079853,0
2245,540,318,0.4073104337015702,0
2246,520,143,0.4071475095280896,0
2247,330,243,0.40698465052427835,0
2248,970,136,0.40682185666406867,0
2249,280,159,0.4066591279214031,0
2250,1520,129,0.4064964642702345,0
2251,490,291,0.40633386568452645,0
2252,400,113,0.4061713321382527,0
2253,520,137,0.4060088636053974,0
2254,360,121,0.4058464600599553,0
2255,670,18,0.4056841214759313,0
2256,520,142,0.40552184782734096,0
2257,360,117,0.40535963908821004,0
2258,1090,185,0.40519749523257476,0
2259,400,120,0.40503541623448175,0
2260,450,77,0.404873402067988,0
2261,1680,97,0.4047114527071608,0
2262,560,172,0.40454956812607795,0
2263,1260,63,0.40438774829882757,0
2264,510,143,0.404225993199508,0
2265,620,5,0.4040643028022282,0
2266,190,55,0.40390267708110733,0
2267,300,123,0.4037411160102749,0
2268,1070,49,0.4035796195638708,1
2269,470,142,0.40341818771604526,0
2270,810,3,0.40325682044095884,1
2271,290,193,0.40309551771278246,0
2272,530,129,0.4029342795056974,0
2273,510,361,0.40277310579389514,0
2274,490,150,0.4026119965515776,0
2275,560,183,0.402450951752957,0
2276,390,58,0.4022899713722558,0
2277,290,132,0.4021290553837069,0
2278,1130,113,0.40196820376155346,0
2279,510,181,0.40180741648004886,0
2280,510,270,0.4016466935134569,0
2281,330,178,0.4014860348360515,0
2282,290,233,0.4013254404221171,0
2283,280,190,0.40116491024594825,0
2284,320,115,0.4010044442818499,0
2285,550,130,0.4008440425041372,0
2286,530,283,0.40068370488713556,0
2287,370,105,0.4005234314051807,0
2288,900,68,0.40036322203261865,0
2289,1100,138,0.4002030767438056,0
2290,110,29,0.4000429955131081,0
2291,110,57,0.3998829783149029,0
2292,480,226,0.39972302512357694,0
2293,90,55,0.39956313591352755,0
2294,530,187,0.3994033106591621,0
2295,100,131,0.3992435493348985,0
2296,860,229,0.39908385191516454,0
2297,1570,73,0.3989242183743985,0
2298,290,129,0.39876464868704875,0
2299,460,107,0.3986051428275739,0
2300,40,24,0.3984457007704429,0
2301,1100,191,0.39828632249013474,0
2302,900,115,0.3981270079611387,0
2303,80,28,0.39796775715795424,0
2304,1100,139,0.39780857005509107,0
2305,560,160,0.397649446627069,0
2306,2290,87,0.3974903868484182,0
2307,870,103,0.39733139069367884,0
2308,1210,4,0.3971724581374014,0
2309,550,165,0.3970135891541464,0
2310,1130,161,0.39685478371848476,0
2311,100,37,0.3966960418049974,0
2312,510,271,0.39653736338827544,0
2313,550,384,0.39637874844292015,0
2314,510,127,0.396220196943543,0
2315,290,110,0.3960617088647656,0
2316,570,485,0.39590328418121973,0
2317,510,189,0.39574492286754726,0
2318,1130,177,0.39558662489840024,0
2319,390,148,0.3954283902484409,0
2320,1040,94,0.39527021889234154,0
2321,60,24,0.39511211080478464,0
2322,460,255,0.39495406596046273,0
2323,580,192,0.3947960843340786,0
2324,920,58,0.39463816590034495,0
2325,1030,118,0.3944803106339848,0
2326,460,154,0.3943225185097312,0
2327,560,252,0.39416478950232736,0
2328,560,157,0.39400712358652645,0
2329,540,166,0.39384952073709184,0
2330,770,40,0.39369198092879704,0
2331,1670,90,0.39353450413642554,0
2332,550,159,0.393377090334771,0
2333,570,229,0.3932197394986371,0
2334,520,174,0.39306245160283765,0
2335,420,124,0.3929052266221965,0
2336,520,165,0.39274806453154765,0
2337,520,221,0.39259096530573506,0
2338,720,183,0.39243392891961276,1
2339,1710,88,0.3922769553480449,0
2340,1080,132,0.3921200445659057,0
2341,510,246,0.3919631965480794,0
2342,450,115,0.39180641126946014,0
2343,90,15,0.39164968870495237,0
2344,390,134,0.3914930288294704,0
2345,720,88,0.39133643161793863,1
2346,560,238,0.3911798970452915,0
2347,520,240,0.3910234250864734,0
2348,150,54,0.39086701571643884,0
2349,580,130,0.39071066891015227,0
2350,330,137,0.39055438464258824,0
2351,510,348,0.3903981628887312,0
2352,500,200,0.3902420036235757,0
2353,550,204,0.3900859068221263,0
2354,1150,137,0.3899298724593975,0
2355,1170,330,0.3897739005104137,0
2356,370,98,0.38961799095020955,0
2357,700,24,0.3894621437538295,0
2358,410,132,0.389306358896328,0
2359,1290,155,0.3891506363527695,1
2360,410,98,0.38899497609822836,0
2361,410,228,0.38883937810778907,0
2362,360,228,0.38868384235654596,0
2363,410,98,0.38852836881960334,0
2364,360,155,0.3883729574720755,0
2365,550,162,0.3882176082890867,0
2366,830,57,0.38806232124577106,0
2367,510,388,0.38790709631727277,0
2368,1090,126,0.38775193347874587,0
2369,1730,84,0.3875968327053544,0
2370,700,52,0.38744179397227224,0
2371,380,131,0.38728681725468334,0
2372,970,195,0.38713190252778146,0
2373,580,453,0.3869770497667704,0
2374,530,129,0.3868222589468637,0
2375,960,159,0.38666753004328497,0
2376,460,202,0.3865128630312677,0
2377,1560,109,0.3863582578860552,0
2378,1760,196,0.3862037145829008,0
2379,580,194,0.3860492330970677,0
2380,520,313,0.38589481340382886,0
